FID,NAME,KIND
802,天津市河东区职工大学,A700
803,天津市东丽区工业区小学,A702
804,天津四十八中学,A703
805,东湖小学,A702
806,群星小学,A702
807,天津市房管局装饰学校,A709
808,天津市纺织集团党校,A709
809,第十九幼儿园,A701
810,新会道小学,A702
811,河北区大江路小学,A702
812,东丽之光艺术幼儿园,A701
813,天津聋人学校,A709
814,天津城市建设管理职业技术学院,A700
815,天津市统计职专,A708
816,天津翻译学院,A709
817,华夏之星幼儿园东丽双语园,A701
818,光明小学,A702
819,明星幼儿园,A701
820,天津市汉沽区杨家泊小学,A702
821,蒙特利幼儿教育中心双语幼儿园,A701
822,仁合小学,A702
823,静海县中旺中学,A703
824,渤海职业技术学院友谊路校区,A700
825,渤海化工集团公司教育培训中心,A709
826,河东区教育局委员会党校,A700
827,北程林中心小学,A702
828,何庄子联合小学,A702
829,天津市河北区实验小学,A702
830,天津四十一中学分校,A703
831,逸阳小学分校区,A702
832,船沽中心小学,A702
833,天津铁道职业技术学院,A700
834,史各庄初级中学,A703
835,金龙幼儿园,A701
836,引河里小学,A702
837,四百户中心小学,A702
838,蓟县桑梓镇刘家顶中学,A703
839,天穆小学,A702
840,东丽区第一幼儿园,A701
841,香山道小学分校,A702
842,华辰学校,A703
843,河东二十一幼壮壮园,A701
844,天津新闻出版职业培训学校,A709
845,天津市美术学校,A708
846,河北十三幼,A701
847,芦台镇第三小学,A702
848,河东区嵩山道小学,A702
849,天津市汉沽区高庄中学,A703
850,汉沽区高庄小学,A702
851,西芦庄初级中学,A703
852,河西区第六幼儿园,A701
853,天津电大财贸分校,A700
854,天津立达职专,A708
855,三八幼儿园,A701
856,胡连庄中学,A703
857,天津电力幼儿园,A701
858,大港区小王庄联校,A702
859,天津市河东区启智学校,A709
860,金摇篮亲子园,A701
861,南开区委党校,A700
862,河东区职工大学分校,A700
863,天津市中山志成职专,A708
864,河北区育婴里小学,A702
865,天津渤海职专,A708
866,中心幼儿园,A701
867,滨湖小学,A702
868,牛道口镇塘头小学,A702
869,归宁屯中心小学,A702
870,蓟县桑梓镇桑梓初级中学,A703
871,桑梓中心小学,A702
872,杜吉素小学,A702
873,刘吉素小学,A702
874,天津市北门东中学南区,A703
875,魏良庄完全小学,A702
876,天津商业大学南院,A700
877,天津市河西区职工大学,A700
878,河东区二号桥小学,A702
879,河东区第二十四幼儿园,A701
880,河西区第二十九幼儿园,A701
881,天津工业大学和平校区,A700
882,沟头学校,A702
883,天津现代艺术职专,A708
884,东丽区实验小学,A702
885,岳阳道小学北院,A702
886,天津市北辰区王庄小学,A702
887,吴咀村小学校,A702
888,河北区实验小学狮子林校区,A702
889,河西区第二十八幼儿园,A701
890,天津海运职业学院,A700
891,大港油田实验中学,A703
892,天津瑞金国际学校,A703
893,红桥区第十九幼儿园,A701
894,窦庄子中学,A703
895,天津市教委党组党校,A700
896,天津劳动保障技师学院,A700
897,天津市沙井子学校,A703
898,宁河县卫生干部进修学校,A709
899,路华中学分校,A703
900,蓟县康各庄中学,A703
901,尤古庄镇小学,A702
902,蓟县尤古庄镇中心幼儿园,A701
903,蓟县西塔庄初级中学,A703
904,黄沙务小学,A702
905,天津市河东区东新幼儿园,A701
906,河东二十三幼,A701
907,连云路小学,A702
908,天津二中培训部,A709
909,大许庄中心小学,A702
910,崇化中学,A703
911,宁河县芦台第四中学,A703
912,新立村中心小学,A702
913,滨海琴行艺术培训学校开发区分校,A709
914,汉沽区委党校,A700
915,天津职业技术师大附属高级技校,A708
916,天津市东丽中学,A703
917,南开十九幼,A701
918,河北区劳动技术教育中心,A709
919,月牙河小学,A702
920,天津服装职工中专,A708
921,南开大学附属中学,A703
922,南开艺术小学,A702
923,天津市华江里小学,A702
924,天津市方舟实验中学北院,A703
925,红桥区职工大学,A700
926,王口镇第三中心小学,A702
927,岳会中心小学,A702
928,未来全能艺术幼儿园,A701
929,宝丽金第二希望小学,A702
930,洛里坨双荣希望小学,A702
931,顺小王学校,A702
932,台头镇大六分小学,A702
933,静海镇上三里中心小学,A702
934,静海县梁头乡东河头小学,A702
935,满意庄中心小学,A702
936,静海县独流镇第二小学,A702
937,团泊镇联育中心幼儿园,A701
938,良王庄府君庙幼儿园,A701
939,宝宝乐幼儿园,A701
940,静海县第二幼儿园,A701
941,胡辛庄小学,A702
942,赵本双荣希望小学,A702
943,口哨幼儿园,A701
944,爱心摇篮幼稚园,A701
945,岳家庄中心幼儿园,A701
946,宝坻六中,A703
947,童欣幼儿园,A701
948,董庄学校,A702
949,张家庄中心小学,A702
950,桃花园小学,A702
951,金多星,A701
952,牛家牌乡华尖幼儿园,A701
953,新苗双语幼儿园,A701
954,蓝家庄小学,A702
955,李老小学,A702
956,天津开发区第一中学,A703
957,天津开发区第一小学,A702
958,宠家庄中心小学,A702
959,南涧沽乡薄台中心小学,A702
960,海洋艺术学校静海分校,A709
961,双楼中心小学,A702
962,静海县教师进修学校,A709
963,静海县就业训练中心,A709
964,杜台小学,A702
965,东魏甸中心小学,A702
966,梅厂镇聂庄子中心幼儿园,A701
967,杨成庄乡西寨学校,A702
968,唐官屯镇小郝庄学校,A702
969,武清县徐官屯乡第一小学,A702
970,杨村第二中学,A703
971,杨成庄乡双窑中心小学,A702
972,大北涧沽镇中心幼儿园,A701
973,徐庄子中心小学,A702
974,宝坻第一职业中专,A708
975,大港第二小学,A702
976,紫云中学,A703
977,天津第一百零二中学,A703
978,东安生资驾校,A706
979,小海螺艺术幼儿园,A701
980,河北十幼低幼部,A701
981,居华里幼儿园分园,A701
982,企鹅家族英语,A709
983,爱华保育院,A701
984,蓟县农机学校,A709
985,盖伦英语,A709
986,天津铁路工程学校,A708
987,口东镇东庄中心幼儿园,A701
988,南开五幼小班部,A701
989,南开区永基小学,A702
990,蓝天幼儿园河西分园,A701
991,刘安庄小学,A702
992,天津市二十中附属小学,A702
993,北田中心幼儿园,A701
994,武清区第三幼儿园,A701
995,天津市武清区杨村第五中学,A703
996,双港小学,A702
997,天津职业大学,A700
998,新安镇工部中心小学,A702
999,天津市第二商业学校,A708
1000,金太阳幼儿园,A701
1001,豆张庄初级中学,A703
1002,花园新村幼儿园西关分园,A701
1003,东丽区二村中心小学,A702
1004,津南区第八幼儿园,A701
1005,爱丁堡双语幼儿园,A701
1006,西青二职专,A708
1007,天津市仁和中学,A703
1008,东丽区职业教育中心学校,A709
1009,求知培训学校,A709
1010,河西四幼,A701
1011,郭家深村小学,A702
1012,大侯庄小学,A702
1013,皇姑庄中心小学,A702
1014,第二十三幼儿园,A701
1015,天津市实验小学,A702
1016,天津市团校,A709
1017,造甲城小学,A702
1018,互助道小学,A702
1019,河东区实验小学,A702
1020,蔡台中心小学,A702
1021,王庆坨镇大三河小学,A702
1022,塘沽盐场小学,A702
1023,天津市第四十二中学,A703
1024,天津市河西区三水道小学,A702
1025,大港区第七中学,A703
1026,蓟县职业教育中心,A708
1027,天津市宝坻区体育中学,A703
1028,流芳中心小学,A702
1029,青凝侯小学,A702
1030,天津师范大学附属中学,A703
1031,天津市青年职业培训学校,A709
1032,蓟县四中,A703
1033,河北九幼,A701
1034,四通驾驶员培训中心,A706
1035,红桥区儿童保育院,A701
1036,天津市经济技术学校,A708
1037,天津电大东丽分校,A700
1038,天津市百华实验中学,A703
1039,天津市军粮城中学,A703
1040,金苹果幼儿园,A701
1041,丽苑小学,A702
1042,蓟县实验中学,A703
1043,塘沽区中心庄小学,A702
1044,天津市蓟州中学,A703
1045,天津金融培训学院,A709
1046,天津市塘沽区新城中学,A703
1047,东安生资驾校,A706
1048,花蕾连锁幼儿园林亭口幼儿园ＮＯ．１加盟园,A701
1049,天津市河西外国语学校,A709
1050,天津市第一一二中学,A703
1051,新星小学,A702
1052,南开大学物理学院经研所高自考部,A709
1053,林亭口镇中心小学,A702
1054,天津市第八十九中学,A703
1055,红桥区第二十二幼儿园,A701
1056,育婴中心幼儿园,A701
1057,天津市六一保育院,A701
1058,中四幼儿园,A701
1059,大良镇初级中学,A703
1060,天津市光华实验学校,A703
1061,经报进修学院,A709
1062,杨村三小幼儿园,A701
1063,王卜庄镇王木元中心小学,A702
1064,新开口中心幼儿园,A701
1065,扶轮中学,A703
1066,小伙伴幼儿园,A701
1067,天津铁路一中,A703
1068,东丽区委党校,A700
1069,南开区第三十二幼儿园,A701
1070,朱家铺中心园,A701
1071,马郭庄中心小学,A702
1072,雏鹰双语艺术幼儿园,A701
1073,蓟县第二中学,A703
1074,燕山中学,A703
1075,天津电大直属河北校区,A700
1076,大易培训学校,A709
1077,红星幼儿园,A701
1078,大白庄镇大刘坡中心小学,A702
1079,稍子营小学,A702
1080,天津市女职工培训中心,A709
1081,多元宝贝早教,A709
1082,北中心校,A702
1083,侯姨幼儿园,A701
1084,蓟县农广校计算机培训中心,A709
1085,高村乡初级中学,A703
1086,大孟庄镇初级中学,A703
1087,天津工程技师学院电子信息分院,A709
1088,天津市新兴技校和平校区,A708
1089,徐庄小学,A702
1090,杨村一小幼儿园,A701
1091,环宇艺术幼儿园,A701
1092,彤昕幼儿园,A701
1093,奥星小哈佛幼儿园,A701
1094,彩虹源亲子乐园,A701
1095,华英培训学校,A709
1096,礼明庄乡徐各庄中心小学,A702
1097,天津中医药大学南院西门,A700
1098,山木培训,A709
1099,天津市津华培训学校,A709
1100,汉周希望小学,A702
1101,天津市河东区老年大学,A709
1102,水利部天津水利职工培训中心,A709
1103,双港实验小学,A702
1104,阳光幼儿园,A701
1105,天津城市建设学院教育培训中心,A709
1106,和平区第二幼儿园,A701
1107,盖伦英语,A709
1108,蓟县城关第三小学附属幼儿园,A701
1109,天津公安警官职业学院（南开校区）,A700
1110,北辰电大,A700
1111,昆明路小学分校,A702
1112,龙文环球教育河东校区,A709
1113,北辰实验中学,A703
1114,天津市南开区华宁道小学,A702
1115,天津城市环境管理专修学院,A700
1116,天津驾校,A706
1117,天津市育红中学,A703
1118,龙文环球教育,A709
1119,天津市广育学校,A708
1120,天津市二轻集团（控股）公司委员会党校,A709
1121,Ｆ・Ｂ未来宝贝早教中心,A701
1122,禾雨幼儿园,A701
1123,天津城建学院东院,A700
1124,红桥区少年宫艺术培训分校,A709
1125,河西区中心小学东湖分校,A702
1126,天津市河北区委党校,A700
1127,天津中医药大学老年健康学校,A709
1128,实验幼儿园,A701
1129,丰泽中学北区,A703
1130,乐恩教育,A709
1131,天津美术学院现代艺术学院,A700
1132,天津市卫生局委员会党校,A700
1133,北辰区会计培训中心,A709
1134,万全道小学分校,A702
1135,华夏未来双语幼儿园,A701
1136,天津市耀华中学国际部,A703
1137,天津市建筑工程学校蓟州分校,A708
1138,天池艺体幼儿园,A701
1139,黄崖关小学,A702
1140,七里海镇任凤小学,A702
1141,蓟县马伸桥中学,A703
1142,孙各庄满族乡民族中学,A703
1143,张毕庄中心小学,A702
1144,石碑学前园,A701
1145,草场中心小学,A702
1146,蓟县罗庄子中学,A703
1147,天津滨海就业培训基地,A709
1148,小浸河中心小学,A702
1149,侯家营初级中学,A703
1150,宁河县农机化技术学校,A709
1151,姚白庄小学,A702
1152,津英学校,A708
1153,蓟县城关小学,A702
1154,宁河县丰台中学,A703
1155,龚庄中心小学,A702
1156,东太河中心小学,A702
1157,孟家楼中心小学,A702
1158,罗庄子中心小学,A702
1159,石碑中心小学,A702
1160,官庄中心小学,A702
1161,康庄中学,A703
1162,北厂中心小学,A702
1163,宁河县第一职业学校,A709
1164,宁河县宁河镇中学,A703
1165,牛道口一中,A703
1166,南付屯中心小学,A702
1167,宝坻县林亭口镇初级中学,A703
1168,林亭口高级中学,A703
1169,天津律师希望小学,A702
1170,天津春发希望小学,A702
1171,龙泉中心小学,A702
1172,蓟州交通驾校,A706
1173,青官小学,A702
1174,四分场小学,A702
1175,静海县少年宫艺术幼儿园,A701
1176,蓟县侯家营镇中心幼儿园,A701
1177,宁河镇中学,A703
1178,马聪小学,A702
1179,潘庄镇西塘坨小学,A702
1180,朱头淀小学,A702
1181,宁河县东棘坨镇赵本中学,A703
1182,下里庄初级中学,A703
1183,马家店中心小学,A702
1184,邦均镇第六小学,A702
1185,天狮博爱小学,A702
1186,l口中学,A703
1187,出头岭镇初级中学,A703
1188,唐山市海北镇马聪中学,A703
1189,大唐庄小学,A702
1190,金摇篮幼儿园,A701
1191,乐善庄小学,A702
1192,华严寺中学,A703
1193,三百户中心小学,A702
1194,出头岭乡醒目希望小学,A702
1195,景兴春蕾中学,A703
1196,蓟县穿芳峪中学,A703
1197,蓟县马伸桥镇宋家营初中,A703
1198,杨家楼初中,A703
1199,高台中心小学,A702
1200,中登初级中学,A703
1201,实验小学,A702
1202,芦台开发区职教中心,A709
1203,王前学校,A702
1204,大薄后小学,A702
1205,邦均一中,A703
1206,袁罗高级小学,A702
1207,大上中心小学,A702
1208,蓟县别山小学,A702
1209,蓟县邦均镇第二初级中学,A703
1210,下营镇初级中学,A703
1211,前牛宫中心小学,A702
1212,蓟县第六小学,A702
1213,东方红中心小学,A702
1214,许家台中心小学,A702
1215,丰台天保希望小学,A702
1216,后棘坨中心小学,A702
1217,宁河任凤高中,A703
1218,仓上屯中心小学,A702
1219,东马坊村幼儿园,A701
1220,天津市航运学校,A708
1221,小淀镇第二中心幼儿园,A701
1222,天津市第五十五中学,A703
1223,静海县独流镇中学,A703
1224,静海县第四中学,A703
1225,黄庄小学,A702
1226,下仓中心小学,A702
1227,新安镇成人文化技术学校,A709
1228,新安镇佟家庄中心小学,A702
1229,杨津庄镇六道街小学,A702
1230,天平庄中心小学,A702
1231,杨家口中学,A703
1232,下营小学,A702
1233,造甲城中学,A703
1234,蓟县别山职专,A708
1235,大郝庄中学,A703
1236,崔家庄小学,A702
1237,高家庄中心小学,A702
1238,蓟县城关第三小学,A702
1239,东赵中心小学,A702
1240,江洼口小学,A702
1241,青池中心小学,A702
1242,蓟县一幼,A701
1243,静海县建华学校,A702
1244,宫家屯小学,A702
1245,东塘坨小学,A702
1246,史庄中心小学,A702
1247,蓟县城关第二中学,A703
1248,金色黎明幼儿园,A701
1249,花蕾连锁幼儿园北京万花筒实验园,A701
1250,大白庄中心小学,A702
1251,邢木学校,A702
1252,乾隆湖幼儿园,A701
1253,天津大学仁爱学院北门,A700
1254,翠屏中心幼儿园,A701
1255,方家庄中学,A703
1256,大角甸中心小学,A702
1257,王卜庄镇初级中学,A703
1258,王卜庄镇第一中心小学,A702
1259,中旺小学,A702
1260,静海县子牙中学,A703
1261,潘庄中学,A703
1262,岳家园小学,A702
1263,大贾小学,A702
1264,岳龙镇于潮小学,A702
1265,子牙第四小学,A702
1266,大黄堡小学,A702
1267,顺驰小学,A702
1268,高庄户中心小学,A702
1269,胡宽小学,A702
1270,欢喜小学,A702
1271,新开口镇后六口中心小学,A702
1272,大口屯镇第三中心小学,A702
1273,西龙虎峪中心小学,A702
1274,南河完全小学,A702
1275,孙各庄满族乡第一民族小学,A702
1276,方家庄镇幼儿园,A701
1277,大邱庄镇成人文化技校,A709
1278,万全幼儿园,A701
1279,万全小学,A702
1280,尚码头中心幼儿园,A701
1281,三禅房中心幼儿园,A701
1282,杨成庄砖垛小学,A702
1283,黄岔小学,A702
1284,宝坻区教师进修学校,A709
1285,宝坻区幼儿园,A701
1286,蓟县九百户中学,A703
1287,唐头庄中心小学,A702
1288,邦均镇第二小学,A702
1289,大邱庄镇育英幼儿园,A701
1290,赵官屯中心学校,A702
1291,津美小学,A702
1292,白塔子中心小学,A702
1293,静海县第六中学,A703
1294,静海县双塘镇杨家园学校,A702
1295,东施古完全小学,A702
1296,静海县委党校,A700
1297,静海驾校,A706
1298,静海县子牙镇东子牙小学,A702
1299,蓟县城关镇贾庄中心小学,A702
1300,天津蓟县商业学校,A708
1301,蓟县东施古镇中心学校,A702
1302,完美希望小学,A702
1303,东赵乡初级中学,A703
1304,岳龙镇中学,A703
1305,三岔口中学,A703
1306,中会中心小学,A702
1307,大北中学,A703
1308,大屯学校,A702
1309,大邱庄镇中学,A703
1310,邦均镇第三小学,A702
1311,海北中心小学,A702
1312,杨各庄中心小学,A702
1313,赵家洼村小学,A702
1314,王官屯学校,A703
1315,育英小学,A702
1316,大钟庄中心小学,A702
1317,蒙中心小学,A702
1318,大杨希望学校,A702
1319,三禅房中心小学,A702
1320,翠南庄小学,A702
1321,孟官屯小学,A702
1322,大吴中心小学,A702
1323,红苹果幼儿园,A701
1324,唐官屯镇小学,A702
1325,侯家营中心小学,A702
1326,蓟县小港乡初级中学,A703
1327,罗塘中心小学,A702
1328,宝坻区第二幼儿园,A701
1329,北王庄中心小学,A702
1330,天津市工业学校宁河分校,A708
1331,小月河中心校,A702
1332,蓟县逯庄子中学,A703
1333,北淮淀中学,A703
1334,海滨小学,A702
1335,官庄镇中心幼儿园,A701
1336,尚码头学校,A703
1337,貉子沽小学,A702
1338,南营中心小学,A702
1339,华纳希望小学,A702
1340,敦庄子中心小学,A702
1341,罗庄子镇桑园小学,A702
1342,唐官屯镇亚庄子中心小学,A702
1343,静海县中旺镇中学,A703
1344,静海县王官庄学校,A702
1345,东翟庄幼儿园,A701
1346,郝各庄小学,A702
1347,南王中心小学,A702
1348,南闵庄完全小学,A702
1349,蓟县上仓镇初级中学,A703
1350,大张屯中学,A703
1351,长张屯学校,A702
1352,大庄子村幼儿园,A701
1353,西吕庄中心小学,A702
1354,蓟县桑梓镇刘家顶幼儿园,A701
1355,育新中心小学,A702
1356,半壁店小学,A702
1357,南淮淀小学,A702
1358,静海县台头镇三堡学校,A702
1359,新安镇王善庄中心小学,A702
1360,少林口中心小学,A702
1361,静海劳动职业技术学校,A708
1362,刘举人庄中心小学,A702
1363,大钟庄高级中学,A703
1364,大新庄中心小学,A702
1365,林亭口高级小学,A702
1366,王虎庄小学,A702
1367,宝坻区南燕窝中心小学,A702
1368,吴家堡中心小学,A702
1369,南新幼儿园,A701
1370,蓟县东施古乡中学,A703
1371,沿庄中心小学,A702
1372,刘祥庄中心小学,A702
1373,南高中心校,A702
1374,蓟县上仓中学,A703
1375,杨津庄幼儿园,A701
1376,渔津庄中心小学,A702
1377,西施古中心小学,A702
1378,华尖中心小学,A702
1379,沿庄乡成人学校,A709
1380,陈官屯镇中学,A703
1381,陈官屯中学,A703
1382,贺新村中心小学,A702
1383,唐官屯中学,A703
1384,八里庄中心小学,A702
1385,小集中心小学,A702
1386,北京科技大学天津学院,A700
1387,树培幼儿园,A701
1388,田树培学校,A702
1389,天津市农业广播电视学校宝坻区分校,A708
1390,育英才双语幼儿园,A701
1391,青甸中心小学,A702
1392,尹家铺中心小学,A702
1393,天津市宝坻区博爱学校,A702
1394,天津市公证希望小学,A702
1395,蓟县上仓镇仓前庄小学,A702
1396,同兴小学,A702
1397,梁头中学,A703
1398,天津医科大学宝坻卫校学区,A700
1399,前ブ行难校,A702
1400,鑫鑫双语实验幼儿园,A701
1401,增兴窑中心小学南大桥分校,A702
1402,天津电大旅游分校,A700
1403,华夏未来第一幼儿园,A701
1404,天津市汉沽区大神堂小学,A702
1405,工农村小学,A702
1406,天津金子塔儿童潜能培训学校,A709
1407,大港第一小学,A702
1408,天津市滨海人才培训学院,A709
1409,天津科技进修学院塘沽分院,A709
1410,天津市交通高级技工学校,A708
1411,兰雅幼儿园,A701
1412,创才二幼,A701
1413,天津市塘沽区博才小学,A702
1414,滨海外事学院,A700
1415,渤海石油第一中学,A703
1416,王稳庄中心小学,A702
1417,天津市汉沽区洒金坨小学,A702
1418,津沽技校,A708
1419,思明教育,A709
1420,宁河县幼儿园,A701
1421,国家检察官学院天津分院,A700
1422,大港区职业成人教育中心大港职专,A708
1423,新村街幼儿园,A701
1424,南开区卫生局爱华保育院绮华里分院,A701
1425,天津市团校滨海校区,A709
1426,爱心幼儿园,A701
1427,集贤里街成人文化技术学校,A709
1428,奥星小哈佛幼儿园,A701
1429,西青区小孙庄中心小学,A702
1430,天津法官学院,A700
1431,大芦北口中心小学,A702
1432,天津渤海化工职工学院,A709
1433,民航大学幼儿园,A701
1434,利顺驾驶员和平培训学校,A706
1435,天津市劳动和社会保障局第二职业技校,A708
1436,华夏未来米兰阳光幼儿园,A701
1437,天津日本人学校,A703
1438,宝宝秀双语幼儿园二园,A701
1439,馨桥园小学,A702
1440,大港区中塘镇党校,A700
1441,华艺艺术幼儿园津南分园,A701
1442,泥沃小学,A702
1443,西孟小学,A702
1444,天津市东丽区南何庄小学,A702
1445,天津市汉沽区桥沽小学,A702
1446,汉沽第一幼儿园,A701
1447,渤海油田第三幼儿园,A701
1448,滨海职业技能培训学校,A709
1449,天津市汉沽区第五中学,A703
1450,天津市汉沽区田家炳中学,A703
1451,天津科学技术进修学院津南分院,A709
1452,茶淀小学,A702
1453,蓝天幼儿园,A701
1454,天津市津南区教育局党校,A700
1455,东小学,A702
1456,河西第一小学,A702
1457,滨海实验学校,A702
1458,塘沽保育院,A701
1459,天津开发区职业技术学院东门,A700
1460,石家庄铁道学院成教分院天津院区,A708
1461,汉沽区桃园中学,A703
1462,天津市汉沽区桃园小学,A702
1463,春蕾幼儿园,A701
1464,和平区老干部大学,A700
1465,南开区教育中心,A709
1466,天津美院美术高中,A703
1467,和平区老年大学,A709
1468,和平区教师进修学校,A709
1469,和平区保育院,A701
1470,天津双菱中学,A703
1471,天津中德职业技术学院西校区,A708
1472,天骄中学南校区,A703
1473,万盛高级中学,A703
1474,天津市育才中学,A703
1475,天津电子信息职业技术学院西门,A700
1476,东方爱婴早期教育中心,A709
1477,河西３３幼,A701
1478,天津音乐小学,A702
1479,天津市卫生局幼儿园总园,A701
1480,河东区第四幼儿园荣泰园,A701
1481,河东七幼分园,A701
1482,天津市经理学院,A708
1483,阳光双语幼儿园,A701
1484,河北十八幼,A701
1485,天津电大河北分校,A700
1486,兰园保育院,A701
1487,天津市电视中学,A703
1488,和平五幼,A701
1489,天津市三毛艺术学校,A702
1490,中国农业银行党校,A709
1491,南开三十一幼,A701
1492,天津开发区职业技术学院联大院区,A709
1493,河东二幼滨河园,A701
1494,河东区教师进修学校,A709
1495,河东区第二十幼儿园,A701
1496,天津市第二十八中学,A703
1497,天津大学附属小学,A702
1498,天津市美术中等职业学校,A708
1499,天津市和平区岳阳道小学,A702
1500,河西区水晶小学,A702
1501,海洋艺术学校,A709
1502,第四幼儿园,A701
1503,四号路小学,A702
1504,河西区东楼小学,A702
1505,中国传媒大学远程与继续教育学院天津分院,A700
1506,大薄前小学,A702
1507,大尹小学,A702
1508,天水寄宿小学,A702
1509,天津建筑技术职业培训学校,A709
1510,津南区文化馆老年艺术学校,A709
1511,天津市工程技师学院,A700
1512,河西区少年网球学校,A709
1513,三道沟小学,A702
1514,英富达驾校,A706
1515,南开大学幼儿园,A701
1516,和平区职工中等专业学校,A708
1517,塘沽区花儿朵朵幼儿园,A701
1518,天津市南开区鸿源里小学,A702
1519,河东区第二中心小学,A702
1520,河东十幼,A701
1521,新开小学,A702
1522,天津市河西区新世纪小学,A702
1523,天津港务局委员会党校,A700
1524,蓝天幼儿园,A701
1525,天津市求真小学,A702
1526,天津职业技术师大附属技师学院,A708
1527,怡和中学,A703
1528,天津美术老年大学,A709
1529,七彩虹幼儿园,A701
1530,天津市营运驾驶员培训基地,A706
1531,奥傲幼儿园,A701
1532,天津市北辰区芦新河小学,A702
1533,天津农学院职业技术学院,A700
1534,天津市城乡经济学校,A708
1535,红光驾驶员职业培训学校,A706
1536,天穆镇成人教育中心,A709
1537,星苑双语艺术幼儿园,A701
1538,华夏之光双语幼儿园,A701
1539,华尔街英语,A709
1540,西青区第一幼儿园,A701
1541,天津城市建设管理职业技术学院华苑校区,A708
1542,扬帆双语艺术教育中心,A701
1543,阳光宝贝保育院,A701
1544,天津国际学校幼儿中心,A701
1545,天津新知电子信息专修学院,A709
1546,杨柳青第一小学,A702
1547,华苑实验幼儿园,A701
1548,鑫泰幼儿园,A701
1549,宗奕幼儿园,A701
1550,天津市美术培训学校,A709
1551,甄营中心小学,A702
1552,天津市北洋社区学院西于庄街分院,A709
1553,快乐幼儿园,A701
1554,小星星幼儿园,A701
1555,天津市津沽驾校,A706
1556,花园里小学,A702
1557,快乐城堡双语幼儿园,A701
1558,阳光宝贝双语艺术幼儿园,A701
1559,河北区扶轮幼儿园,A701
1560,华英学校,A709
1561,白古屯乡和平庄中心小学,A702
1562,天津市新闻出版技术学校,A708
1563,天津市新闻出版中等职业学校,A708
1564,天津市五十五中南海路校区,A703
1565,美中博乐儿童学园,A701
1566,天津师范学校附属小学,A702
1567,赵温庄村浦发银行希望小学,A702
1568,天津工程职业技术学院,A700
1569,大港油田第二中学,A703
1570,普育学校,A703
1571,太平镇中心幼儿园,A701
